# file...... house1.csv,,,,,,,
# date...... Wed Aug 31 11:24:44 2016,,,,,,,
# user...... fathima,,,,,,,
# host...... (null),,,,,,,
# target.... controller 76,,,,,,,
# trigger... (none),,,,,,,
# interval.. 60,,,,,,,
# limit..... -2147483648,,,,,,,
# timestamp,bid_price,bid_quantity,house11:power_state,house11:air_temperature,house11:system_mode,house11:hvac_load,house11:outdoor_temperature
2000-08-09 00:19:00 PDT,0,0,OFF,68.848,OFF,0,57.5396
2000-08-09 00:20:00 PDT,0,0,OFF,68.8172,OFF,0,57.522
2000-08-09 00:21:00 PDT,0,0,OFF,68.7871,OFF,0,57.5046
2000-08-09 00:22:00 PDT,0,0,OFF,68.7576,OFF,0,57.4875
2000-08-09 00:23:00 PDT,0,0,OFF,68.7286,OFF,0,57.4706
2000-08-09 00:24:00 PDT,0,0,OFF,68.7,OFF,0,57.454
2000-08-09 00:25:00 PDT,0,0,OFF,68.6718,OFF,0,57.4376
2000-08-09 00:26:00 PDT,0,0,OFF,68.6439,OFF,0,57.4215
2000-08-09 00:27:00 PDT,0,0,OFF,68.6162,OFF,0,57.4056
2000-08-09 00:28:00 PDT,0,0,OFF,68.5888,OFF,0,57.39
2000-08-09 00:29:00 PDT,0,0,OFF,68.5615,OFF,0,57.3746
2000-08-09 00:30:00 PDT,0,0,OFF,68.5343,OFF,0,57.3595
2000-08-09 00:31:00 PDT,0,0,OFF,68.5073,OFF,0,57.3446
2000-08-09 00:32:00 PDT,0,0,OFF,68.4805,OFF,0,57.33
2000-08-09 00:33:00 PDT,0,0,OFF,68.4537,OFF,0,57.3156
2000-08-09 00:34:00 PDT,0,0,OFF,68.427,OFF,0,57.3015
2000-08-09 00:35:00 PDT,0,0,OFF,68.4005,OFF,0,57.2876
2000-08-09 00:36:00 PDT,0,0,OFF,68.374,OFF,0,57.274
2000-08-09 00:37:00 PDT,0,0,OFF,68.3475,OFF,0,57.2606
2000-08-09 00:38:00 PDT,0,0,OFF,68.3212,OFF,0,57.2475
2000-08-09 00:39:00 PDT,0,0,OFF,68.2949,OFF,0,57.2346
2000-08-09 00:40:00 PDT,0,0,OFF,68.2687,OFF,0,57.222
2000-08-09 00:41:00 PDT,0,0,OFF,68.2426,OFF,0,57.2096
2000-08-09 00:42:00 PDT,0,0,OFF,68.2165,OFF,0,57.1975
2000-08-09 00:43:00 PDT,0,0,OFF,68.1904,OFF,0,57.1856
2000-08-09 00:44:00 PDT,0,0,OFF,68.1645,OFF,0,57.174
2000-08-09 00:45:00 PDT,0,0,OFF,68.1386,OFF,0,57.1626
2000-08-09 00:46:00 PDT,0,0,OFF,68.1127,OFF,0,57.1515
2000-08-09 00:47:00 PDT,0,0,OFF,68.0869,OFF,0,57.1406
2000-08-09 00:48:00 PDT,0,0,OFF,68.0612,OFF,0,57.13
2000-08-09 00:49:00 PDT,0,0,OFF,68.0355,OFF,0,57.1196
2000-08-09 00:50:00 PDT,0,0,OFF,68.0099,OFF,0,57.1095
2000-08-09 00:51:00 PDT,0,0,OFF,67.9843,OFF,0,57.0996
2000-08-09 00:52:00 PDT,0,0,OFF,67.9589,OFF,0,57.09
2000-08-09 00:53:00 PDT,0,0,OFF,67.9334,OFF,0,57.0806
2000-08-09 00:54:00 PDT,0,0,OFF,67.908,OFF,0,57.0715
2000-08-09 00:55:00 PDT,0,0,OFF,67.8827,OFF,0,57.0626
2000-08-09 00:56:00 PDT,0,0,OFF,67.8575,OFF,0,57.054
2000-08-09 00:57:00 PDT,0,0,OFF,67.8323,OFF,0,57.0456
2000-08-09 00:58:00 PDT,0,0,OFF,67.8071,OFF,0,57.0375
2000-08-09 00:59:00 PDT,0,0,OFF,67.7821,OFF,0,57.0296
2000-08-09 01:00:00 PDT,0,0,OFF,67.7571,OFF,0,57.022
2000-08-09 01:01:00 PDT,0,0,OFF,67.7321,OFF,0,57.0308
2000-08-09 01:02:00 PDT,0,0,OFF,67.7074,OFF,0,57.0394
2000-08-09 01:03:00 PDT,0,0,OFF,67.683,OFF,0,57.0476
2000-08-09 01:04:00 PDT,0,0,OFF,67.6588,OFF,0,57.0556
2000-08-09 01:05:00 PDT,0,0,OFF,67.6348,OFF,0,57.0632
2000-08-09 01:06:00 PDT,0,0,OFF,67.6109,OFF,0,57.0706
2000-08-09 01:07:00 PDT,0,0,OFF,67.5872,OFF,0,57.0776
2000-08-09 01:08:00 PDT,0,0,OFF,67.5636,OFF,0,57.0844
2000-08-09 01:09:00 PDT,0,0,OFF,67.5401,OFF,0,57.0908
2000-08-09 01:10:00 PDT,0,0,OFF,67.5168,OFF,0,57.097
2000-08-09 01:11:00 PDT,0,0,OFF,67.4935,OFF,0,57.1028
2000-08-09 01:12:00 PDT,0,0,OFF,67.4703,OFF,0,57.1084
2000-08-09 01:13:00 PDT,0,0,OFF,67.4472,OFF,0,57.1136
2000-08-09 01:14:00 PDT,0,0,OFF,67.4242,OFF,0,57.1186
2000-08-09 01:15:00 PDT,-5.69684,0,OFF,67.4012,OFF,0,57.1232
2000-08-09 01:16:00 PDT,-5.69684,0,OFF,67.3784,OFF,0,57.1276
2000-08-09 01:17:00 PDT,-5.69684,0,OFF,67.3556,OFF,0,57.1316
2000-08-09 01:18:00 PDT,-5.69684,0,OFF,67.3317,OFF,0,57.1354
2000-08-09 01:19:00 PDT,-5.69684,0,OFF,67.3081,OFF,0,57.1388
2000-08-09 01:20:00 PDT,-5.69684,0,OFF,67.2846,OFF,0,57.142
2000-08-09 01:21:00 PDT,-5.69684,0,OFF,67.2612,OFF,0,57.1448
2000-08-09 01:22:00 PDT,-5.69684,0,OFF,67.238,OFF,0,57.1474
2000-08-09 01:23:00 PDT,-5.69684,0,OFF,67.2149,OFF,0,57.1496
2000-08-09 01:24:00 PDT,-5.69684,0,OFF,67.1919,OFF,0,57.1516
2000-08-09 01:25:00 PDT,-5.69684,0,OFF,67.1689,OFF,0,57.1532
2000-08-09 01:26:00 PDT,-5.69684,0,OFF,67.1461,OFF,0,57.1546
2000-08-09 01:27:00 PDT,-5.69684,0,OFF,67.1233,OFF,0,57.1556
2000-08-09 01:28:00 PDT,-5.69684,0,OFF,67.1006,OFF,0,57.1564
2000-08-09 01:29:00 PDT,-5.69684,0,OFF,67.078,OFF,0,57.1568
2000-08-09 01:30:00 PDT,-4.25571,0,OFF,67.0554,OFF,0,57.157
2000-08-09 01:31:00 PDT,-4.25571,0,OFF,67.0328,OFF,0,57.1568
2000-08-09 01:32:00 PDT,-4.25571,0,OFF,67.0104,OFF,0,57.1564
2000-08-09 01:33:00 PDT,-4.25571,0,OFF,66.9879,OFF,0,57.1556
2000-08-09 01:34:00 PDT,-4.25571,0,OFF,66.9656,OFF,0,57.1546
2000-08-09 01:35:00 PDT,-4.25571,0,OFF,66.9432,OFF,0,57.1532
2000-08-09 01:36:00 PDT,-4.25571,0,OFF,66.921,OFF,0,57.1516
2000-08-09 01:37:00 PDT,-4.25571,0,OFF,66.8987,OFF,0,57.1496
2000-08-09 01:38:00 PDT,-4.25571,0,OFF,66.8765,OFF,0,57.1474
2000-08-09 01:39:00 PDT,-4.25571,0,OFF,66.8543,OFF,0,57.1448
2000-08-09 01:40:00 PDT,-4.25571,0,OFF,66.8322,OFF,0,57.142
2000-08-09 01:41:00 PDT,-4.25571,0,OFF,66.8101,OFF,0,57.1388
2000-08-09 01:42:00 PDT,-4.25571,0,OFF,66.7881,OFF,0,57.1354
2000-08-09 01:43:00 PDT,-4.25571,0,OFF,66.7661,OFF,0,57.1316
2000-08-09 01:44:00 PDT,-4.25571,0,OFF,66.7441,OFF,0,57.1276
2000-08-09 01:45:00 PDT,-2.89159,0,OFF,66.7221,OFF,0,57.1232
2000-08-09 01:46:00 PDT,-2.89159,0,OFF,66.7002,OFF,0,57.1186
2000-08-09 01:47:00 PDT,-2.89159,0,OFF,66.6783,OFF,0,57.1136
2000-08-09 01:48:00 PDT,-2.89159,0,OFF,66.6564,OFF,0,57.1084
2000-08-09 01:49:00 PDT,-2.89159,0,OFF,66.6346,OFF,0,57.1028
2000-08-09 01:50:00 PDT,-2.89159,0,OFF,66.6128,OFF,0,57.097
2000-08-09 01:51:00 PDT,-2.89159,0,OFF,66.591,OFF,0,57.0908
2000-08-09 01:52:00 PDT,-2.89159,0,OFF,66.5693,OFF,0,57.0844
2000-08-09 01:53:00 PDT,-2.89159,0,OFF,66.5475,OFF,0,57.0776
2000-08-09 01:54:00 PDT,-2.89159,0,OFF,66.5258,OFF,0,57.0706
2000-08-09 01:55:00 PDT,-2.89159,0,OFF,66.5042,OFF,0,57.0632
2000-08-09 01:56:00 PDT,-2.89159,0,OFF,66.4825,OFF,0,57.0556
2000-08-09 01:57:00 PDT,-2.89159,0,OFF,66.4609,OFF,0,57.0476
2000-08-09 01:58:00 PDT,-2.89159,0,OFF,66.4392,OFF,0,57.0394
2000-08-09 01:59:00 PDT,-2.89159,0,OFF,66.4176,OFF,0,57.0308
2000-08-09 02:00:00 PDT,-1.53373,0,OFF,66.3961,OFF,0,57.022
2000-08-09 02:01:00 PDT,-1.53373,0,OFF,66.3745,OFF,0,56.9863
2000-08-09 02:02:00 PDT,-1.53373,0,OFF,66.3526,OFF,0,56.9512
2000-08-09 02:03:00 PDT,-1.53373,0,OFF,66.3304,OFF,0,56.9167
2000-08-09 02:04:00 PDT,-1.53373,0,OFF,66.308,OFF,0,56.8828
2000-08-09 02:05:00 PDT,-1.53373,0,OFF,66.2854,OFF,0,56.8495
2000-08-09 02:06:00 PDT,-1.53373,0,OFF,66.2627,OFF,0,56.8168
2000-08-09 02:07:00 PDT,-1.53373,0,OFF,66.2398,OFF,0,56.7847
2000-08-09 02:08:00 PDT,-1.53373,0,OFF,66.2169,OFF,0,56.7532
2000-08-09 02:09:00 PDT,-1.53373,0,OFF,66.1938,OFF,0,56.7223
2000-08-09 02:10:00 PDT,-1.53373,0,OFF,66.1708,OFF,0,56.692
2000-08-09 02:11:00 PDT,-1.53373,0,OFF,66.1477,OFF,0,56.6623
2000-08-09 02:12:00 PDT,-1.53373,0,OFF,66.1245,OFF,0,56.6332
2000-08-09 02:13:00 PDT,-1.53373,0,OFF,66.1014,OFF,0,56.6047
2000-08-09 02:14:00 PDT,-1.53373,0,OFF,66.0782,OFF,0,56.5768
2000-08-09 02:15:00 PDT,-0.113008,0,OFF,66.0551,OFF,0,56.5495
2000-08-09 02:16:00 PDT,-0.113008,0,OFF,66.0319,OFF,0,56.5228
2000-08-09 02:17:00 PDT,-0.113008,0,OFF,66.0088,OFF,0,56.4967
2000-08-09 02:18:00 PDT,-0.113008,0,OFF,65.9851,OFF,0,56.4712
2000-08-09 02:19:00 PDT,-0.113008,0,OFF,65.9615,OFF,0,56.4463
2000-08-09 02:20:00 PDT,-0.113008,0,OFF,65.938,OFF,0,56.422
2000-08-09 02:21:00 PDT,-0.113008,0,OFF,65.9145,OFF,0,56.3983
2000-08-09 02:22:00 PDT,-0.113008,0,OFF,65.8911,OFF,0,56.3752
2000-08-09 02:23:00 PDT,-0.113008,0,OFF,65.8678,OFF,0,56.3527
2000-08-09 02:24:00 PDT,-0.113008,0,OFF,65.8445,OFF,0,56.3308
2000-08-09 02:25:00 PDT,-0.113008,0,OFF,65.8213,OFF,0,56.3095
2000-08-09 02:26:00 PDT,-0.113008,0,OFF,65.7981,OFF,0,56.2888
2000-08-09 02:27:00 PDT,-0.113008,0,OFF,65.775,OFF,0,56.2687
2000-08-09 02:28:00 PDT,-0.113008,0,OFF,65.7519,OFF,0,56.2492
2000-08-09 02:29:00 PDT,-0.113008,0,OFF,65.7289,OFF,0,56.2303
2000-08-09 02:30:00 PDT,0.825642,0,OFF,65.706,OFF,0,56.212
2000-08-09 02:31:00 PDT,0.825642,0,OFF,65.683,OFF,0,56.1943
2000-08-09 02:32:00 PDT,0.825642,0,OFF,65.6602,OFF,0,56.1772
2000-08-09 02:33:00 PDT,0.825642,0,OFF,65.6374,OFF,0,56.1607
2000-08-09 02:34:00 PDT,0.825642,0,OFF,65.6146,OFF,0,56.1448
2000-08-09 02:35:00 PDT,0.825642,0,OFF,65.5919,OFF,0,56.1295
2000-08-09 02:36:00 PDT,1.16729,6.16037,ON,65.5693,HEAT,6.16037,56.1148
2000-08-09 02:37:00 PDT,1.16729,6.16037,ON,66.7421,HEAT,6.15864,56.1007
2000-08-09 02:38:00 PDT,0,0,OFF,67.7352,OFF,0,56.0872
2000-08-09 02:39:00 PDT,0,0,OFF,67.3872,OFF,0,56.0743
2000-08-09 02:40:00 PDT,0,0,OFF,67.099,OFF,0,56.062
2000-08-09 02:41:00 PDT,0,0,OFF,66.8598,OFF,0,56.0503
2000-08-09 02:42:00 PDT,0,0,OFF,66.6603,OFF,0,56.0392
2000-08-09 02:43:00 PDT,0,0,OFF,66.4935,OFF,0,56.0287
2000-08-09 02:44:00 PDT,0,0,OFF,66.3531,OFF,0,56.0188
2000-08-09 02:45:00 PDT,-0.886886,6.15864,OFF,66.2344,OFF,0,56.0095
2000-08-09 02:46:00 PDT,-0.886886,6.15864,OFF,66.1334,OFF,0,56.0008
2000-08-09 02:47:00 PDT,-0.886886,6.15864,OFF,66.0468,OFF,0,55.9927
2000-08-09 02:48:00 PDT,-0.886886,6.15864,OFF,65.972,OFF,0,55.9852
2000-08-09 02:49:00 PDT,-0.886886,6.15864,OFF,65.9068,OFF,0,55.9783
2000-08-09 02:50:00 PDT,-0.886886,6.15864,OFF,65.8495,OFF,0,55.972
2000-08-09 02:51:00 PDT,-0.886886,6.15864,OFF,65.7986,OFF,0,55.9663
2000-08-09 02:52:00 PDT,-0.886886,6.15864,OFF,65.753,OFF,0,55.9612
2000-08-09 02:53:00 PDT,-0.886886,6.15864,OFF,65.7116,OFF,0,55.9567
2000-08-09 02:54:00 PDT,-0.886886,6.15864,OFF,65.6738,OFF,0,55.9528
2000-08-09 02:55:00 PDT,-0.886886,6.15864,OFF,65.6389,OFF,0,55.9495
2000-08-09 02:56:00 PDT,-0.886886,6.15864,OFF,65.6064,OFF,0,55.9468
2000-08-09 02:57:00 PDT,-0.886886,6.15864,OFF,65.5759,OFF,0,55.9447
2000-08-09 02:58:00 PDT,-0.886886,6.15864,OFF,65.5469,OFF,0,55.9432
2000-08-09 02:59:00 PDT,-0.886886,6.15864,OFF,65.5193,OFF,0,55.9423
2000-08-09 03:00:00 PDT,1.35784,6.15864,OFF,65.4928,OFF,0,55.942
2000-08-09 03:01:00 PDT,1.35784,6.15864,OFF,65.4672,OFF,0,55.9688
2000-08-09 03:02:00 PDT,1.35784,6.15864,OFF,65.4427,OFF,0,55.9954
2000-08-09 03:03:00 PDT,1.35784,6.15864,OFF,65.4192,OFF,0,56.0216
2000-08-09 03:04:00 PDT,1.35784,6.15864,OFF,65.3965,OFF,0,56.0476
2000-08-09 03:05:00 PDT,1.35784,6.15864,OFF,65.3744,OFF,0,56.0732
2000-08-09 03:06:00 PDT,1.35784,6.15864,OFF,65.3529,OFF,0,56.0986
2000-08-09 03:07:00 PDT,1.35784,6.15864,OFF,65.3319,OFF,0,56.1236
2000-08-09 03:08:00 PDT,1.35784,6.15864,OFF,65.3112,OFF,0,56.1484
2000-08-09 03:09:00 PDT,1.35784,6.15864,OFF,65.291,OFF,0,56.1728
2000-08-09 03:10:00 PDT,1.35784,6.15864,OFF,65.271,OFF,0,56.197
2000-08-09 03:11:00 PDT,1.35784,6.15864,OFF,65.2512,OFF,0,56.2208
2000-08-09 03:12:00 PDT,1.35784,6.15864,OFF,65.2318,OFF,0,56.2444
2000-08-09 03:13:00 PDT,1.35784,6.15864,OFF,65.2125,OFF,0,56.2676
2000-08-09 03:14:00 PDT,1.35784,6.15864,OFF,65.1934,OFF,0,56.2906
2000-08-09 03:15:00 PDT,2.15364,6.15864,OFF,65.1745,OFF,0,56.3132
2000-08-09 03:16:00 PDT,2.15364,6.15864,OFF,65.1557,OFF,0,56.3356
2000-08-09 03:17:00 PDT,2.15364,6.15864,OFF,65.1371,OFF,0,56.3576
2000-08-09 03:18:00 PDT,2.15364,6.15864,OFF,65.1186,OFF,0,56.3794
2000-08-09 03:19:00 PDT,2.15364,6.15864,OFF,65.1002,OFF,0,56.4008
2000-08-09 03:20:00 PDT,2.15364,6.15864,OFF,65.0819,OFF,0,56.422
2000-08-09 03:21:00 PDT,2.15364,6.15864,OFF,65.0638,OFF,0,56.4428
2000-08-09 03:22:00 PDT,2.15364,6.15864,OFF,65.0458,OFF,0,56.4634
2000-08-09 03:23:00 PDT,2.15364,6.15864,OFF,65.0278,OFF,0,56.4836
2000-08-09 03:24:00 PDT,2.15364,6.15864,OFF,65.01,OFF,0,56.5036
2000-08-09 03:25:00 PDT,2.15364,6.15864,OFF,64.9923,OFF,0,56.5232
2000-08-09 03:26:00 PDT,2.65329,6.19487,ON,64.9746,HEAT,6.19487,56.5426
2000-08-09 03:27:00 PDT,2.65329,6.19487,ON,66.1631,HEAT,6.19387,56.5616
2000-08-09 03:28:00 PDT,-4.7887,6.19387,OFF,67.1708,OFF,0,56.5804
2000-08-09 03:29:00 PDT,-4.7887,6.19387,OFF,66.8249,OFF,0,56.5988
2000-08-09 03:30:00 PDT,-2.15772,6.19387,OFF,66.5394,OFF,0,56.617
2000-08-09 03:31:00 PDT,-2.15772,6.19387,OFF,66.3033,OFF,0,56.6348
2000-08-09 03:32:00 PDT,-2.15772,6.19387,OFF,66.1073,OFF,0,56.6524
2000-08-09 03:33:00 PDT,-2.15772,6.19387,OFF,65.9443,OFF,0,56.6696
2000-08-09 03:34:00 PDT,-2.15772,6.19387,OFF,65.808,OFF,0,56.6866
2000-08-09 03:35:00 PDT,-2.15772,6.19387,OFF,65.6936,OFF,0,56.7032
2000-08-09 03:36:00 PDT,-2.15772,6.19387,OFF,65.597,OFF,0,56.7196
2000-08-09 03:37:00 PDT,-2.15772,6.19387,OFF,65.515,OFF,0,56.7356
2000-08-09 03:38:00 PDT,-2.15772,6.19387,OFF,65.4449,OFF,0,56.7514
2000-08-09 03:39:00 PDT,-2.15772,6.19387,OFF,65.3844,OFF,0,56.7668
2000-08-09 03:40:00 PDT,-2.15772,6.19387,OFF,65.3319,OFF,0,56.782
2000-08-09 03:41:00 PDT,-2.15772,6.19387,OFF,65.2859,OFF,0,56.7968
2000-08-09 03:42:00 PDT,-2.15772,6.19387,OFF,65.2452,OFF,0,56.8114
2000-08-09 03:43:00 PDT,-2.15772,6.19387,OFF,65.2089,OFF,0,56.8256
2000-08-09 03:44:00 PDT,-2.15772,6.19387,OFF,65.176,OFF,0,56.8396
2000-08-09 03:45:00 PDT,2.22456,6.19387,OFF,65.1461,OFF,0,56.8532
2000-08-09 03:46:00 PDT,2.22456,6.19387,OFF,65.1185,OFF,0,56.8666
2000-08-09 03:47:00 PDT,2.22456,6.19387,OFF,65.0929,OFF,0,56.8796
2000-08-09 03:48:00 PDT,2.22456,6.19387,OFF,65.0689,OFF,0,56.8924
2000-08-09 03:49:00 PDT,2.22456,6.19387,OFF,65.0463,OFF,0,56.9048
2000-08-09 03:50:00 PDT,2.22456,6.19387,OFF,65.0247,OFF,0,56.917
2000-08-09 03:51:00 PDT,2.22456,6.19387,OFF,65.004,OFF,0,56.9288
2000-08-09 03:52:00 PDT,2.22456,6.19387,OFF,64.984,OFF,0,56.9404
2000-08-09 03:53:00 PDT,2.67811,6.23036,ON,64.9647,HEAT,6.23036,56.9516
2000-08-09 03:54:00 PDT,2.67811,6.23036,ON,66.1627,HEAT,6.22882,56.9626
2000-08-09 03:55:00 PDT,-4.82006,6.22882,OFF,67.1784,OFF,0,56.9732
2000-08-09 03:56:00 PDT,-4.82006,6.22882,OFF,66.8289,OFF,0,56.9836
2000-08-09 03:57:00 PDT,-4.82006,6.22882,OFF,66.5406,OFF,0,56.9936
2000-08-09 03:58:00 PDT,-4.82006,6.22882,OFF,66.3022,OFF,0,57.0034
2000-08-09 03:59:00 PDT,-4.82006,6.22882,OFF,66.1046,OFF,0,57.0128
2000-08-09 04:00:00 PDT,0.239227,6.22882,OFF,65.9402,OFF,0,57.022
2000-08-09 04:01:00 PDT,0.239227,6.22882,OFF,65.803,OFF,0,57.0058
2000-08-09 04:02:00 PDT,0.239227,6.22882,OFF,65.6875,OFF,0,56.9901
2000-08-09 04:03:00 PDT,0.239227,6.22882,OFF,65.5897,OFF,0,56.975
2000-08-09 04:04:00 PDT,0.239227,6.22882,OFF,65.5065,OFF,0,56.9604
2000-08-09 04:05:00 PDT,0.239227,6.22882,OFF,65.4351,OFF,0,56.9464
2000-08-09 04:06:00 PDT,0.239227,6.22882,OFF,65.3734,OFF,0,56.9329
2000-08-09 04:07:00 PDT,0.239227,6.22882,OFF,65.3195,OFF,0,56.92
2000-08-09 04:08:00 PDT,0.239227,6.22882,OFF,65.2721,OFF,0,56.9076
2000-08-09 04:09:00 PDT,0.239227,6.22882,OFF,65.23,OFF,0,56.8958
2000-08-09 04:10:00 PDT,0.239227,6.22882,OFF,65.1921,OFF,0,56.8845
2000-08-09 04:11:00 PDT,0.239227,6.22882,OFF,65.1578,OFF,0,56.8738
2000-08-09 04:12:00 PDT,0.239227,6.22882,OFF,65.1264,OFF,0,56.8636
2000-08-09 04:13:00 PDT,0.239227,6.22882,OFF,65.0973,OFF,0,56.854
2000-08-09 04:14:00 PDT,0.239227,6.22882,OFF,65.0702,OFF,0,56.8449
2000-08-09 04:15:00 PDT,2.47824,6.22882,OFF,65.0446,OFF,0,56.8364
2000-08-09 04:16:00 PDT,2.47824,6.22882,OFF,65.0204,OFF,0,56.8284
2000-08-09 04:17:00 PDT,2.47824,6.22882,OFF,64.9973,OFF,0,56.821
2000-08-09 04:18:00 PDT,2.65225,6.22019,ON,64.975,HEAT,6.22019,56.8141
2000-08-09 04:19:00 PDT,2.65225,6.22019,ON,66.1671,HEAT,6.21706,56.8078
2000-08-09 04:20:00 PDT,-4.81471,6.21706,OFF,67.1771,OFF,0,56.802
2000-08-09 04:21:00 PDT,-4.81471,6.21706,OFF,66.8263,OFF,0,56.7968
2000-08-09 04:22:00 PDT,-4.81471,6.21706,OFF,66.5366,OFF,0,56.7921
2000-08-09 04:23:00 PDT,-4.81471,6.21706,OFF,66.2969,OFF,0,56.788
2000-08-09 04:24:00 PDT,-4.81471,6.21706,OFF,66.098,OFF,0,56.7844
2000-08-09 04:25:00 PDT,-4.81471,6.21706,OFF,65.9323,OFF,0,56.7814
2000-08-09 04:26:00 PDT,-4.81471,6.21706,OFF,65.7938,OFF,0,56.7789
2000-08-09 04:27:00 PDT,-4.81471,6.21706,OFF,65.6774,OFF,0,56.777
2000-08-09 04:28:00 PDT,-4.81471,6.21706,OFF,65.5791,OFF,0,56.7756
2000-08-09 04:29:00 PDT,-4.81471,6.21706,OFF,65.4956,OFF,0,56.7748
2000-08-09 04:30:00 PDT,1.5293,6.21706,OFF,65.4242,OFF,0,56.7745
2000-08-09 04:31:00 PDT,1.5293,6.21706,OFF,65.3626,OFF,0,56.7748
2000-08-09 04:32:00 PDT,1.5293,6.21706,OFF,65.3092,OFF,0,56.7756
2000-08-09 04:33:00 PDT,1.5293,6.21706,OFF,65.2623,OFF,0,56.777
2000-08-09 04:34:00 PDT,1.5293,6.21706,OFF,65.2208,OFF,0,56.7789
2000-08-09 04:35:00 PDT,1.5293,6.21706,OFF,65.1839,OFF,0,56.7814
2000-08-09 04:36:00 PDT,1.5293,6.21706,OFF,65.1506,OFF,0,56.7844
2000-08-09 04:37:00 PDT,1.5293,6.21706,OFF,65.1203,OFF,0,56.788
2000-08-09 04:38:00 PDT,1.5293,6.21706,OFF,65.0925,OFF,0,56.7921
2000-08-09 04:39:00 PDT,1.5293,6.21706,OFF,65.0668,OFF,0,56.7968
2000-08-09 04:40:00 PDT,1.5293,6.21706,OFF,65.0428,OFF,0,56.802
2000-08-09 04:41:00 PDT,1.5293,6.21706,OFF,65.0201,OFF,0,56.8078
2000-08-09 04:42:00 PDT,1.5293,6.21706,OFF,64.9987,OFF,0,56.8141
2000-08-09 04:43:00 PDT,2.64433,6.22218,ON,64.9782,HEAT,6.22218,56.821
2000-08-09 04:44:00 PDT,2.64433,6.22218,ON,66.1726,HEAT,6.22076,56.8284
2000-08-09 04:45:00 PDT,-4.8491,6.22076,OFF,67.1853,OFF,0,56.8364
2000-08-09 04:46:00 PDT,-4.8491,6.22076,OFF,66.8363,OFF,0,56.8449
2000-08-09 04:47:00 PDT,-4.8491,6.22076,OFF,66.5487,OFF,0,56.854
2000-08-09 04:48:00 PDT,-4.8491,6.22076,OFF,66.311,OFF,0,56.8636
2000-08-09 04:49:00 PDT,-4.8491,6.22076,OFF,66.1142,OFF,0,56.8738
2000-08-09 04:50:00 PDT,-4.8491,6.22076,OFF,65.9507,OFF,0,56.8845
2000-08-09 04:51:00 PDT,-4.8491,6.22076,OFF,65.8145,OFF,0,56.8958
2000-08-09 04:52:00 PDT,-4.8491,6.22076,OFF,65.7004,OFF,0,56.9076
2000-08-09 04:53:00 PDT,-4.8491,6.22076,OFF,65.6046,OFF,0,56.92
2000-08-09 04:54:00 PDT,-4.8491,6.22076,OFF,65.5236,OFF,0,56.9329
2000-08-09 04:55:00 PDT,-4.8491,6.22076,OFF,65.4547,OFF,0,56.9464
2000-08-09 04:56:00 PDT,-4.8491,6.22076,OFF,65.3958,OFF,0,56.9604
2000-08-09 04:57:00 PDT,-4.8491,6.22076,OFF,65.345,OFF,0,56.975
2000-08-09 04:58:00 PDT,-4.8491,6.22076,OFF,65.3009,OFF,0,56.9901
2000-08-09 04:59:00 PDT,-4.8491,6.22076,OFF,65.2623,OFF,0,57.0058
2000-08-09 05:00:00 PDT,2.01926,6.22076,OFF,65.2282,OFF,0,57.022
2000-08-09 05:01:00 PDT,2.01926,6.22076,OFF,65.1978,OFF,0,57.0624
2000-08-09 05:02:00 PDT,2.01926,6.22076,OFF,65.171,OFF,0,57.1025
